Index	Reagents	Products	Rule	Energy Change
255_1	['C(C(C(CO)O)O)=O', 'C=O']	['C(C(CO)(C(CO)O)O)=O']	Knoevenagel H	-26.95
257_0	['C(CC(C(C(CO)O)O)=O)=O', 'C=O']	['C(CC(C(CO)(C(CO)O)O)=O)=O']	Knoevenagel C	-14.13
257_1	['C(CC(C(C(CO)O)O)=O)=O', 'C=O']	['C(CC(C(CO)(C(CO)O)O)=O)=O']	Knoevenagel H	-14.13
259_0	['C(C(C(CC(CO)O)=O)O)=O', 'C=O']	['C(C(C(CC(CO)O)=O)(CO)O)=O']	Knoevenagel C	30.0
259_1	['C(C(C(CC(CO)O)=O)O)=O', 'C=O']	['C(C(C(CC(CO)O)=O)(CO)O)=O']	Knoevenagel H	30.0
261_0	['C(CC(C=O)O)(C(CO)O)=O', 'C=O']	['C(CC(C=O)O)(C(CO)(CO)O)=O']	Knoevenagel C	-26.95
261_1	['C(CC(C=O)O)(C(CO)O)=O', 'C=O']	['C(CC(C=O)O)(C(CO)(CO)O)=O']	Knoevenagel H	-26.95
263_0	['C(C(C(C=O)O)O)(CCO)=O', 'C=O']	['C(C(CO)(C(C(CCO)=O)O)O)=O']	Knoevenagel C	-26.95
263_1	['C(C(C(C=O)O)O)(CCO)=O', 'C=O']	['C(C(CO)(C(C(CCO)=O)O)O)=O']	Knoevenagel H	-26.95
265_0	['C(C(C(C=O)O)O)(CCO)=O', 'C=O']	['C(C(CO)(C(C=O)O)O)(CCO)=O']	Knoevenagel C	-26.95
265_1	['C(C(C(C=O)O)O)(CCO)=O', 'C=O']	['C(C(CO)(C(C=O)O)O)(CCO)=O']	Knoevenagel H	-26.95
267_0	['C(C(C(CC(CO)=O)O)O)=O', 'C=O']	['C(C(CO)(C(CC(CO)=O)O)O)=O']	Knoevenagel C	-26.95
267_1	['C(C(C(CC(CO)=O)O)O)=O', 'C=O']	['C(C(CO)(C(CC(CO)=O)O)O)=O']	Knoevenagel H	-26.95
269_0	['C(C(C(C(C(C)=O)O)O)O)=O', 'C=O']	['C(C(CO)(C(C(C(C)=O)O)O)O)=O']	Knoevenagel C	-26.95
269_1	['C(C(C(C(C(C)=O)O)O)O)=O', 'C=O']	['C(C(CO)(C(C(C(C)=O)O)O)O)=O']	Knoevenagel H	-26.95
271_0	['C(C(C(C(C(C)=O)O)O)O)=O', 'C=O']	['C(C(C(C(C(C)=O)(CO)O)O)O)=O']	Knoevenagel C	-26.95
271_1	['C(C(C(C(C(C)=O)O)O)O)=O', 'C=O']	['C(C(C(C(C(C)=O)(CO)O)O)O)=O']	Knoevenagel H	-26.95
273_0	['C(CC(C(C(C=O)O)O)O)=O', 'C=O']	['C(C(CO)(C(C(CC=O)O)O)O)=O']	Knoevenagel C	-26.95
273_1	['C(CC(C(C(C=O)O)O)O)=O', 'C=O']	['C(C(CO)(C(C(CC=O)O)O)O)=O']	Knoevenagel H	-26.95
275_0	['C(CC(C=O)O)(C(CO)O)=O', 'C=O']	['C(C(CO)(CC(C(CO)O)=O)O)=O']	Knoevenagel H	-26.95
277_0	['C(CN)(O)=O', 'C(CO)=O']	['C(C(C(CO)O)N)(O)=O']	Knoevenagel H	-2.78
279_0	['C(CN)(O)=O', 'C(C(C(CO)O)O)=O']	['C(C(C(C(C(CO)O)O)O)N)(O)=O']	Knoevenagel H	0.25
281_0	['C(CN)(O)=O', 'C(=O)=O']	['C(C(C(O)=O)N)(O)=O']	Knoevenagel H	65.12
281_1	['C(CN)(O)=O', 'C(=O)=O']	['C(C(C(O)=O)N)(O)=O']	Ketone-Catalyzed Decarboxylation, inverse	65.12
283_0	['C(CN)(O)=O', 'C(C(O)=O)=O']	['C(C(C(C(O)=O)N)O)(O)=O']	Knoevenagel H	-3.5
285_0	['C(CN)(O)=O', 'C=O']	['C(C(CO)N)(O)=O']	Knoevenagel H	-19.0
286_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['C(C(C(CO)O)O)=O', 'C(CO)(O)=O']	Knoevenagel H (inv)	-9.38
288_0	['C(CO)(C(C(C(CO)O)O)O)=O', 'CN']	['O', 'C(CO)(C(C(C(CO)O)O)NC)=O']	Amadori Rearrangement	-23.11
290_0	['CN', 'C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(C(CO)O)NC)=O)=O']	Amadori Rearrangement	-18.46
292_0	['CN', 'C(C(C(CC(CO)O)=O)O)=O']	['O', 'C(C(C(CC(CO)O)=O)NC)=O']	Amadori Rearrangement	64.49
294_0	['CN', 'C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(CC(C=O)O)(C(CO)NC)=O']	Amadori Rearrangement	-23.11
296_0	['CN', 'C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(C(C(C=O)O)NC)(CCO)=O']	Amadori Rearrangement	-23.11
296_1	['CN', 'C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(C(C(C=O)O)NC)(CCO)=O']	Mannich Addition	-23.11
298_0	['CN', 'C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C(C(C(C(C)=O)NC)O)O)=O']	Amadori Rearrangement	-23.11
300_0	['CN', 'C(C(C(C(C(CO)O)O)O)=O)=O']	['O', 'C(C(C(C(C(CO)O)O)NC)=O)=O']	Amadori Rearrangement	7.53
302_0	['C(CN)(O)=O', 'C(C(CC(C(CO)O)O)=O)=O']	['C(=O)=O', 'C=O', 'C(C(CC(C(CO)O)O)N)=O']	Strecker Degradation Dicarbonyl, H, H, H, C	-22.69
304_0	['C(CN)(O)=O', 'C(C(C(C(C(CO)O)O)O)=O)=O']	['C(=O)=O', 'C=O', 'C(C(C(C(C(CO)O)O)O)N)=O']	Strecker Degradation Dicarbonyl, H, H, H, C	4.89
306_0	['C(CN)(O)=O', 'C(C(CC(C(CO)O)O)=O)=O']	['C(=O)=O', 'C=O', 'C(CN)(CC(C(CO)O)O)=O']	Strecker Degradation Dicarbonyl, H, H, C, H	-31.42
308_0	['C(CN)(O)=O', 'C(C(C(C(C(CO)O)O)O)=O)=O']	['C(=O)=O', 'C=O', 'C(CN)(C(C(C(CO)O)O)O)=O']	Strecker Degradation Dicarbonyl, H, H, C, H	-31.42
309_0	['CN', 'C(=O)=O']	['C(CN)(O)=O']	Ketone-Catalyzed Decarboxylation, inverse	46.78
310_0	['C(C(C(CO)O)O)=O']	['O', 'C(C(CCO)=O)=O']	Elimination + enol to keto	-41.01
311_0	['C(C(C(CO)O)O)=O']	['O', 'C(CC(CO)=O)=O']	Elimination + enol to keto	-49.2
312_0	['C(C(C(CO)O)O)=O']	['O', 'C(C(C(C)=O)O)=O']	Elimination + enol to keto	-102.36
313_0	['C(C(C(CO)O)O)=O']	['O', 'C(CC(C=O)O)=O']	Elimination + enol to keto	-39.01
314_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(CO)=O)(CC(CO)O)=O']	Elimination + enol to keto	-41.01
315_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(C(CO)O)(CC(CO)=O)=O']	Elimination + enol to keto	-41.01
316_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(CCO)(C(C(CO)=O)O)=O']	Elimination + enol to keto	-41.01
317_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(CO)(C(CC(CO)=O)O)=O']	Elimination + enol to keto	-41.01
318_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(C)(C(C(C(CO)=O)O)O)=O']	Elimination + enol to keto	-45.4
319_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(CC(C(C(CO)=O)O)O)=O']	Elimination + enol to keto	-39.01
320_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(CC(C(CO)O)O)=O)(O)=O']	Elimination + enol to keto	-41.01
321_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(CC(C(C(CO)O)O)=O)(O)=O']	Elimination + enol to keto	-41.01
322_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(CC(CO)O)=O)O)(O)=O']	Elimination + enol to keto	-41.01
323_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(CC(C(O)=O)O)(C(CO)O)=O']	Elimination + enol to keto	-41.01
324_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(C(O)=O)O)O)(CCO)=O']	Elimination + enol to keto	-41.01
325_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(CC(CO)=O)O)O)(O)=O']	Elimination + enol to keto	-41.01
326_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(C(C(C)=O)O)O)O)(O)=O']	Elimination + enol to keto	-45.4
327_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(CC(C(C(C(O)=O)O)O)O)=O']	Elimination + enol to keto	-39.01
328_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(CC(C(C(CO)O)O)O)=O']	Elimination + enol to keto	-39.01
329_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(C)(C(C(C(CO)O)O)O)=O']	Elimination + enol to keto	-45.4
330_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(CO)(CC(C(CO)O)O)=O']	Elimination + enol to keto	-41.01
331_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(C(C(CO)O)O)(CCO)=O']	Elimination + enol to keto	-41.01
332_0	['C(C(C(C(C(CO)O)O)O)O)O']	['O', 'C(C(CO)O)(CC(CO)O)=O']	Elimination + enol to keto	-41.01
334_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(CCO)(CC(C=O)=O)=O']	Elimination + enol to keto	-49.2
336_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(CO)(CCC(C=O)=O)=O']	Elimination + enol to keto	-41.01
338_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(C)(C(CC(C=O)=O)O)=O']	Elimination + enol to keto	-45.4
340_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(CC(CC(C=O)=O)O)=O']	Elimination + enol to keto	-39.01
342_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(CCO)=O)=O)=O']	Elimination + enol to keto	-36.37
344_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(CC(CO)=O)=O)=O']	Elimination + enol to keto	-36.37
346_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(C(C)=O)O)=O)=O']	Elimination + enol to keto	-89.53
348_0	['C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(CC=O)O)=O)=O']	Elimination + enol to keto	-39.01
350_0	['C(C(C(CC(CO)O)=O)O)=O']	['O', 'C(C(C=O)O)(CC(C)=O)=O']	Elimination + enol to keto	11.55
352_0	['C(C(C(CC(CO)O)=O)O)=O']	['O', 'C(C(C(CCC=O)=O)O)=O']	Elimination + enol to keto	17.94
354_0	['C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(C(CC(C(C)=O)=O)O)=O']	Elimination + enol to keto	-45.4
356_0	['C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(CC(CC(C=O)O)=O)=O']	Elimination + enol to keto	-47.2
357_0	['C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(CCO)(CC(C=O)=O)=O']	Elimination + enol to keto	-49.2
358_0	['C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(CC(C(CCO)=O)=O)=O']	Elimination + enol to keto	-49.2
359_0	['C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(CO)(CCC(C=O)=O)=O']	Elimination + enol to keto	-41.01
360_0	['C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(CC(CC(CO)=O)=O)=O']	Elimination + enol to keto	-49.2
361_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C)(C(CC(C=O)=O)O)=O']	Elimination + enol to keto	-41.01
362_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(CC(C(C(C)=O)O)=O)=O']	Elimination + enol to keto	-97.97
363_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C(C=O)O)(CC(C)=O)=O']	Elimination + enol to keto	-41.01
364_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C(CC(C(C)=O)=O)O)=O']	Elimination + enol to keto	-41.01
365_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(CC(C=O)=O)O)=O']	Elimination + enol to keto	-41.01
366_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(C(CC=O)O)=O)=O']	Elimination + enol to keto	-53.84
367_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(C(C(CCC=O)=O)O)=O']	Elimination + enol to keto	-41.01
368_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(CC(C=O)O)=O)=O']	Elimination + enol to keto	-49.2
370_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C1(CC(C(C(CO)O)O1)O)=O']	Elimination + enol to keto	-65.88
372_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C1(COC(C(CO)O)C1O)=O']	Elimination + enol to keto	-51.69
374_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(O)OC(C(CO)O)C1)=O']	Elimination + enol to keto	-51.69
376_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(CO)O)OC(C1)O)=O']	Elimination + enol to keto	-51.69
378_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C(C)(C1C(C(C(O1)O)O)O)=O']	Elimination + enol to keto	-45.4
380_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C(CC1C(C(C(O)O1)O)O)=O']	Elimination + enol to keto	-39.01
382_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(CC(C(C(CO)O1)O)O)=O']	Elimination + enol to keto	-65.88
384_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(COC(CO)C(C1O)O)=O']	Elimination + enol to keto	-51.69
386_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(O)OC(CO)C(C1)O)=O']	Elimination + enol to keto	-51.69
388_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(CO)OC(C1)O)O)=O']	Elimination + enol to keto	-51.69
390_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(O)OC(CO)C1)O)=O']	Elimination + enol to keto	-51.69
392_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(CO)OC(C(C1)O)O)=O']	Elimination + enol to keto	-51.69
394_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(CC(C(C(CO1)O)O)O)=O']	Elimination + enol to keto	-65.88
396_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(COCC(C(C1O)O)O)=O']	Elimination + enol to keto	-51.69
398_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(O)OCC(C(C1)O)O)=O']	Elimination + enol to keto	-51.69
400_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(COC(C1)O)O)O)=O']	Elimination + enol to keto	-51.69
402_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(O)OCC(C1)O)O)=O']	Elimination + enol to keto	-51.69
404_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(COC(C(C1)O)O)O)=O']	Elimination + enol to keto	-51.69
406_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(C(O)OCC1)O)O)=O']	Elimination + enol to keto	-51.69
408_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(COC(C(C(C1)O)O)O)=O']	Elimination + enol to keto	-51.69
409_0	['C(C(C(C(C(CN)O)O)O)O)O']	['O', 'C(CN)(CC(C(CO)O)O)=O']	Elimination + enol to keto	-41.01
411_0	['C(C(C(C(C(CN)O)O)O)O)O']	['O', 'C(C(C(CO)O)O)(CCN)=O']	Elimination + enol to keto	-41.01
413_0	['C(C(C(C(C(CN)O)O)O)O)O']	['O', 'C(C(CN)O)(CC(CO)O)=O']	Elimination + enol to keto	-41.01
415_0	['C(C(C(C(C(CN)O)O)O)O)O']	['O', 'C(C(CO)O)(CC(CN)O)=O']	Elimination + enol to keto	-41.01
417_0	['C(C(C(C(C(CN)O)O)O)O)O']	['O', 'C(C(C(CN)O)O)(CCO)=O']	Elimination + enol to keto	-41.01
419_0	['C(C(C(C(C(CN)O)O)O)O)O']	['O', 'C(CO)(CC(C(CN)O)O)=O']	Elimination + enol to keto	-41.01
421_0	['C(C(C(C(C(CN)O)O)O)O)O']	['O', 'C(C)(C(C(C(CN)O)O)O)=O']	Elimination + enol to keto	-45.4
423_0	['C(C(C(C(C(CN)O)O)O)O)O']	['O', 'C(CC(C(C(CN)O)O)O)=O']	Elimination + enol to keto	-39.01
425_0	['C(C(CC(C(CO)O)O)O)(O)=O']	['O', 'C(CC(C(O)=O)O)(CCO)=O']	Elimination + enol to keto	-41.01
427_0	['C(C(CC(C(CO)O)O)O)(O)=O']	['O', 'C(C(CCC(CO)=O)O)(O)=O']	Elimination + enol to keto	-41.01
429_0	['C(C(CC(C(CO)O)O)O)(O)=O']	['O', 'C(C(CC(C(C)=O)O)O)(O)=O']	Elimination + enol to keto	-45.4
431_0	['C(C(CC(C(CO)O)O)O)(O)=O']	['O', 'C(CC(CC(C(O)=O)O)O)=O']	Elimination + enol to keto	-39.01
433_0	['C(C(C(C(C(CO)O)O)O)=O)=O']	['O', 'C(C(C(CC(CO)O)=O)=O)=O']	Elimination + enol to keto	-41.01
435_0	['C(C(C(C(C(CO)O)O)O)=O)=O']	['O', 'C(C(CO)O)(CC(C=O)=O)=O']	Elimination + enol to keto	-49.2
437_0	['C(C(C(C(C(CO)O)O)O)=O)=O']	['O', 'C(CCO)(C(C(C=O)=O)O)=O']	Elimination + enol to keto	-97.97
439_0	['C(C(C(C(C(CO)O)O)O)=O)=O']	['O', 'C(CO)(CC(C(C=O)=O)O)=O']	Elimination + enol to keto	-41.01
441_0	['C(C(C(C(C(CO)O)O)O)=O)=O']	['O', 'C(C)(C(C(C(C=O)=O)O)O)=O']	Elimination + enol to keto	-45.4
443_0	['C(C(C(C(C(CO)O)O)O)=O)=O']	['O', 'C(CC(C(C(C=O)=O)O)O)=O']	Elimination + enol to keto	-39.01
445_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(C(CO)O)=CC(C=O)=O']	Elimination2	-0.43
447_0	['C(C(C(CC(CO)O)=O)O)=O']	['O', 'C(C(C(C=CCO)=O)O)=O']	Elimination2	15.94
449_0	['C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(C=CC(C(CO)O)=O)=O']	Elimination2	-0.43
451_0	['C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(C(C(C(C=C)=O)O)O)=O']	Elimination2	-2.3
453_0	['C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(C(C=CC(CO)=O)O)=O']	Elimination2	-0.43
455_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(C(C(C=CC=O)O)O)=O']	Elimination2	-0.43
457_0	['C(C(C(C(C(CN)O)O)O)O)O']	['O', 'C(C(C(C(CO)O)O)O)=CN']	Elimination2	27.14
457_1	['C(C(C(C(C(CN)O)O)O)O)O']	['O', 'C(C(C(C(CO)O)O)O)=CN']	Dehydration of Amines	27.14
459_0	['C(C(CC(C(CO)O)O)O)(O)=O']	['O', 'C(C(C(CO)O)O)=CC(O)=O']	Elimination2	-0.43
461_0	['C(C(CC(C(CO)O)O)O)(O)=O']	['O', 'C(C(C=CC(CO)O)O)(O)=O']	Elimination2	-0.43
462_0	['O', 'C(C(CC(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C	41.01
463_0	['O', 'C(CC(C(C(CO)O)O)=O)=O']	['C(C(C(CO)O)O)(C(CO)O)=O']	Hydration of C(=O)C	51.84
464_0	['O', 'C(CC(C(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C	53.84
465_0	['O', 'C(C(C(CC(CO)O)=O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C	97.97
466_0	['O', 'C(CC(C=O)O)(C(CO)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C	41.01
467_0	['O', 'C(C(C(C=O)O)O)(CCO)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C	41.01
468_0	['O', 'C(C(C(CC(CO)=O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C	41.01
469_0	['O', 'C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C	45.4
470_0	['O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C	39.01
472_0	['C(C(C(C(C(CN)O)O)O)O)O']	['C(C)(C(C(C(CO)O)O)O)=O', 'N']	Deamination 2	-27.07
474_0	['C(C(C(CO)O)O)=O', 'CN']	['O', 'C(C(C(CO)NC)O)=O']	Mannich Addition	-23.11
476_0	['C(CO)(C(C(C(CO)O)O)O)=O', 'CN']	['O', 'C(CO)(C(C(C(CO)O)NC)O)=O']	Mannich Addition	-23.11
478_0	['CN', 'C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(C(CC(C(CO)O)NC)=O)=O']	Mannich Addition	-23.11
480_0	['CN', 'C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(C(CO)NC)O)=O)=O']	Mannich Addition	-23.11
482_0	['CN', 'C(C(C(CC(CO)O)=O)O)=O']	['O', 'C(C(C(CC(CO)NC)=O)O)=O']	Mannich Addition	-23.11
484_0	['CN', 'C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(CC(C=O)NC)(C(CO)O)=O']	Mannich Addition	-23.11
486_0	['CN', 'C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(CC(C=O)O)(C(CNC)O)=O']	Mannich Addition	-29.83
488_0	['CN', 'C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(C(C(C(CCO)=O)O)NC)=O']	Mannich Addition	-23.11
490_0	['CN', 'C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(C(C(C=O)O)O)(CCNC)=O']	Mannich Addition	-29.83
492_0	['CN', 'C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(C(C(CC(CO)=O)NC)O)=O']	Mannich Addition	-23.11
494_0	['CN', 'C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C(C(C(C(C)=O)O)NC)O)=O']	Mannich Addition	-23.11
496_0	['CN', 'C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(C(C(C=O)O)NC)O)=O']	Mannich Addition	-23.11
498_0	['CN', 'C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(C(C(C=O)O)O)NC)=O']	Mannich Addition	-23.11
500_0	['CN', 'C(C(C(C(C(CO)O)O)O)=O)=O']	['O', 'C(C(C(C(C(CO)O)NC)O)=O)=O']	Mannich Addition	-23.11
502_0	['C(CN)(O)=O', 'C(C(C(CO)O)O)=O']	['O', 'C(C(C(CO)NCC(O)=O)O)=O']	Mannich Addition	-10.96
504_0	['C(C(C(C(C(CO)O)O)O)O)=O', 'CN']	['O', 'C(C(C(C(C(CO)O)O)NC)O)=O']	Mannich Addition	-23.11
506_0	['C(C(C(CO)O)O)=O']	['C1C(C(C(O)O1)O)O']	Hemiacetal Formation for 5 membered rings	-1.6
508_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['C(C1(C(C(C(CO)O1)O)O)O)O']	Hemiacetal Formation for 5 membered rings	-2.63
509_0	['C(C(CC(C(CO)O)O)=O)=O']	['C1(C(O)OC(C(CO)O)C1)=O']	Hemiacetal Formation for 5 membered rings	-12.13
511_0	['C(C(CC(C(CO)O)O)=O)=O']	['C(C1(CC(C(CO)O1)O)O)=O']	Hemiacetal Formation for 5 membered rings	6.45
512_0	['C(CC(C(C(CO)O)O)=O)=O']	['C1(C(C(CO)O)OC(C1)O)=O']	Hemiacetal Formation for 5 membered rings	0.7
514_0	['C(CC(C(C(CO)O)O)=O)=O']	['C(CC1(C(C(CO1)O)O)O)=O']	Hemiacetal Formation for 5 membered rings	10.05
516_0	['C(C(C(CC(CO)O)=O)O)=O']	['C(C(C1(CC(CO1)O)O)O)=O']	Hemiacetal Formation for 5 membered rings	63.25
518_0	['C(C(C(CC(CO)=O)O)O)=O']	['C(C1C(CC(CO)(O1)O)O)=O']	Hemiacetal Formation for 5 membered rings	6.45
520_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C1C(C(C(C)(O1)O)O)O)=O']	Hemiacetal Formation for 5 membered rings	-2.63
521_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C)(C1C(C(C(O1)O)O)O)=O']	Hemiacetal Formation for 5 membered rings	-1.45
523_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(C(C1C(CC(O)O1)O)O)=O']	Hemiacetal Formation for 5 membered rings	7.63
524_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(CC1C(C(C(O)O1)O)O)=O']	Hemiacetal Formation for 5 membered rings	-1.45
526_0	['C(C(C(C(C(CO)O)O)O)=O)=O']	['C1(C(O)OC(C(CO)O)C1O)=O']	Hemiacetal Formation for 5 membered rings	-21.21
528_0	['C(C(C(C(C(CO)O)O)O)=O)=O']	['C(C1(C(C(C(CO)O1)O)O)O)=O']	Hemiacetal Formation for 5 membered rings	-2.63
530_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['C1C(C(C(C(CO)(O)O1)O)O)O']	Hemiacetal Formation for 6 membered rings	-5.48
531_0	['C(C(CC(C(CO)O)O)=O)=O']	['C1(C(O)OC(CO)C(C1)O)=O']	Hemiacetal Formation for 6 membered rings	-14.83
533_0	['C(C(CC(C(CO)O)O)=O)=O']	['C(C1(CC(C(CO1)O)O)O)=O']	Hemiacetal Formation for 6 membered rings	3.6
534_0	['C(CC(C(C(CO)O)O)=O)=O']	['C1(C(C(CO)OC(C1)O)O)=O']	Hemiacetal Formation for 6 membered rings	-2.0
535_0	['C(C(C(CC(CO)O)=O)O)=O']	['C1(C(C(O)OC(CO)C1)O)=O']	Hemiacetal Formation for 6 membered rings	42.12
536_0	['C(CC(C=O)O)(C(CO)O)=O']	['C1(C(CO)OC(C(C1)O)O)=O']	Hemiacetal Formation for 6 membered rings	-14.83
538_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(C1C(C(CC(O1)O)O)O)=O']	Hemiacetal Formation for 6 membered rings	4.93
540_0	['C(C(C(C(C(CO)O)O)O)=O)=O']	['C1(C(O)OC(CO)C(C1O)O)=O']	Hemiacetal Formation for 6 membered rings	-23.91
542_0	['C(C(C(C(C(CO)O)O)O)=O)=O']	['C(C1(C(C(C(CO1)O)O)O)O)=O']	Hemiacetal Formation for 6 membered rings	-5.48
543_0	['C(C(CC(C(CO)O)O)=O)=O']	['C1(C(O)OCC(C(C1)O)O)=O']	Hemiacetal Formation for 7 membered rings	-17.68
544_0	['C(CC(C(C(CO)O)O)=O)=O']	['C1(C(C(COC(C1)O)O)O)=O']	Hemiacetal Formation for 7 membered rings	-4.85
